X,Y,id,left,top,right,bottom
83.424301523,27.021290492,"39",83.424301523,27.021290492,83.524301523,27.121290492
83.424301523,26.921290492,"40",83.424301523,26.921290492,83.524301523,27.021290492
83.424301523,26.821290492,"41",83.424301523,26.821290492,83.524301523,26.921290492
83.424301523,26.721290492,"42",83.424301523,26.721290492,83.524301523,26.821290492
83.424301523,26.621290492,"43",83.424301523,26.621290492,83.524301523,26.721290492
83.424301523,26.521290492,"44",83.424301523,26.521290492,83.524301523,26.621290492
83.424301523,26.421290492,"45",83.424301523,26.421290492,83.524301523,26.521290492
83.424301523,26.321290492,"46",83.424301523,26.321290492,83.524301523,26.421290492
83.424301523,26.221290492,"47",83.424301523,26.221290492,83.524301523,26.321290492
83.424301523,26.121290492,"48",83.424301523,26.121290492,83.524301523,26.221290492
83.424301523,26.021290492,"49",83.424301523,26.021290492,83.524301523,26.121290492
